studentID,School,age,sex,mother tongue,BMI/nutrional status,Grade 1 Final ratings in Math,Grade 1 Final ratings in English,Grade 1 Final ratings in Filipino,Grade 1 Final ratings in Araling Panlipunan,Grade 2 Final ratings in Math,Grade 2 Final ratings in English,Grade 2 Final ratings in Filipino,Grade 2 Final ratings in Araling Panlipunan,Grade 3 Final ratings in Math,Grade 3 Final ratings in English,Grade 3 Final ratings in Science,Grade 3 Final ratings in Filipino,Grade 3 Final ratings in Araling Panlipunan,Grade 4 Final ratings in Math,Grade 4 Final ratings in English,Grade 4 Final ratings in Science,Grade 4 Final ratings in Filipino,Grade 4 Final ratings in Araling Panlipunan,Grade 5 Final ratings in Math,Grade 5 Final ratings in English,Grade 5 Final ratings in Science,Grade 5 Final ratings in Filipino,Grade 5 Final ratings in Araling Panlipunan,Grade 6 Final ratings in Math,Grade 6 Final ratings in English,Grade 6 Final ratings in Science,Grade 6 Final ratings in Filipino,Grade 6 Final ratings in Araling Panlipunan,School MPS
S0134,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,M,Ilocano,Severely Wasted,84,88,92,77,93,87,86,98,92,87,82,79,82,91,94,84,85,91,92,93,95,78,79,79,77,81,97,76,75.71
S0135,Urdaneta I Central School,7,M,Filipino,Wasted,80,86,79,94,96,90,97,85,94,81,84,97,99,96,84,94,93,98,93,84,90,78,87,98,92,76,97,86,66.82
S0136,Don Alipio Fernandes Sr. IS,6,F,Tagalog,Overweight,85,94,98,90,81,96,85,88,93,76,87,90,95,84,86,99,88,81,78,77,93,85,94,77,98,84,88,88,73.08
S0137,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,F,Filipino,Severely Wasted,85,98,85,93,99,78,96,77,88,85,91,82,95,88,100,92,77,85,97,89,77,77,76,85,97,81,99,93,75.71
S0138,Urdaneta I Central School,12,F,Ilocano,Normal,77,88,90,99,93,81,78,79,92,91,86,98,94,100,77,77,78,93,89,91,93,86,100,87,88,75,85,97,66.82
S0139,Don Alipio Fernandes Sr. IS,7,M,Ilocano,Severely Wasted,96,99,77,89,77,85,82,83,86,92,91,82,92,99,85,84,83,95,96,100,91,81,79,82,84,97,82,84,73.08
S0140,Don Alipio Fernandes Sr. IS,8,M,Filipino,Wasted,86,96,85,85,78,78,85,96,88,86,84,76,82,100,100,88,87,81,76,92,95,95,97,96,83,82,99,97,73.08
S0141,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,F,Ilocano,Normal,92,94,86,77,96,80,98,79,98,99,79,94,95,95,76,99,87,87,89,94,81,78,96,76,90,97,94,93,75.71
S0142,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,F,Filipino,Obese,84,97,99,78,75,95,80,90,96,84,92,89,97,84,81,87,89,98,87,76,79,90,76,83,90,96,82,76,75.71
S0143,Urdaneta I Central School,8,M,Ilocano,Severely Wasted,84,94,87,81,90,92,93,93,81,78,99,95,92,88,93,91,87,86,81,80,89,78,75,95,95,88,89,95,66.82
S0144,Don Alipio Fernandes Sr. IS,9,F,Ilocano,Overweight,100,88,80,95,96,75,82,88,96,88,77,84,92,90,97,95,78,94,82,88,82,96,96,83,92,90,77,95,73.08
S0145,Don Alipio Fernandes Sr. IS,10,F,Filipino,Wasted,94,90,90,83,87,100,90,84,86,100,87,99,83,97,82,100,98,78,99,92,95,94,88,99,91,91,87,76,73.08
S0146,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,M,Filipino,Obese,99,78,87,96,92,88,99,96,95,84,75,97,79,96,79,88,82,82,94,87,75,85,89,84,88,77,77,100,75.71
S0147,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,M,Filipino,Overweight,96,90,83,99,79,99,80,77,84,89,79,84,75,77,93,92,83,98,92,79,94,99,94,82,76,85,86,79,75.71
S0148,Urdaneta I Central School,12,M,Ilocano,Overweight,85,77,78,98,100,75,91,81,93,84,93,94,98,75,80,82,98,80,77,90,83,91,98,87,100,78,80,86,66.82
S0149,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,M,Ilocano,Normal,90,91,90,100,92,89,95,94,96,76,85,81,90,89,81,75,89,75,79,84,91,78,76,82,84,87,94,97,75.71
S0150,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,F,Filipino,Severely Wasted,81,95,76,88,79,95,85,76,98,90,97,95,86,97,88,76,98,88,94,93,83,96,90,93,76,84,79,86,75.71
S0151,Don Alipio Fernandes Sr. IS,12,F,Ilocano,Wasted,82,92,80,83,99,77,97,88,85,83,85,89,75,77,77,100,79,88,95,87,96,100,78,88,91,80,83,97,73.08
S0152,Don Alipio Fernandes Sr. IS,9,M,Tagalog,Severely Wasted,82,94,82,82,80,94,96,92,83,98,84,80,96,100,92,87,93,91,75,89,85,77,87,79,90,97,89,96,73.08
S0153,Don Alipio Fernandes Sr. IS,12,F,Ilocano,Obese,99,93,79,80,98,86,88,97,84,98,80,90,96,94,99,92,95,79,80,76,84,88,78,76,92,98,85,85,73.08
S0154,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,F,Filipino,Wasted,94,86,77,76,79,79,91,75,76,99,82,84,97,99,92,79,80,80,93,97,83,81,79,95,98,92,97,98,75.71
S0155,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,F,Tagalog,Severely Wasted,87,83,75,86,99,86,100,84,83,82,82,100,89,81,99,78,100,93,78,81,95,85,92,93,98,83,89,78,75.71
S0156,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,M,Filipino,Normal,82,100,82,79,96,78,100,96,88,95,80,77,100,89,84,81,75,93,91,85,98,93,100,85,89,88,89,84,75.71
S0157,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,F,Tagalog,Overweight,96,100,92,88,81,82,91,95,96,80,89,94,96,100,94,85,97,88,90,79,75,76,85,89,77,87,98,100,75.71
S0158,Don Alipio Fernandes Sr. IS,11,F,Tagalog,Normal,79,97,90,95,83,83,78,97,91,82,94,85,94,81,97,92,84,80,88,89,82,93,83,95,97,79,83,95,73.08
S0159,Urdaneta I Central School,12,M,Filipino,Overweight,84,88,82,88,77,88,86,76,98,99,89,91,87,94,86,90,84,100,96,99,76,96,98,75,100,88,96,85,66.82
S0160,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,M,Tagalog,Normal,93,85,77,88,81,95,84,95,75,84,89,81,81,77,95,87,84,91,99,99,85,83,90,92,98,91,98,94,75.71
S0161,Don Alipio Fernandes Sr. IS,7,F,Tagalog,Normal,78,80,91,84,76,75,84,89,96,81,90,79,90,98,85,87,80,86,83,86,82,85,91,95,90,88,84,87,73.08
S0162,Don Alipio Fernandes Sr. IS,6,M,Filipino,Overweight,96,95,94,84,79,91,78,95,95,78,80,91,88,100,83,95,82,89,91,77,81,76,86,79,78,97,97,92,73.08
S0163,Urdaneta I Central School,11,M,Ilocano,Wasted,86,79,84,99,93,92,94,87,94,94,78,88,86,76,94,80,87,91,94,100,90,98,90,91,86,99,79,100,66.82
S0164,Urdaneta I Central School,7,F,Tagalog,Severely Wasted,80,86,88,99,79,100,93,92,93,84,80,76,98,97,78,87,92,86,99,80,95,96,88,81,90,87,98,98,66.82
S0165,Urdaneta I Central School,11,F,Tagalog,Obese,92,88,95,90,83,76,77,81,85,83,89,93,81,94,89,78,92,80,79,81,83,87,79,79,89,98,94,95,66.82
S0166,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,M,Filipino,Severely Wasted,87,76,81,82,88,100,84,79,88,81,91,92,94,79,91,92,89,97,91,96,98,79,76,75,94,83,86,96,75.71
S0167,Don Alipio Fernandes Sr. IS,10,F,Tagalog,Severely Wasted,80,90,83,79,83,85,92,99,81,89,92,99,80,94,89,77,89,82,97,76,89,78,84,93,85,78,97,95,73.08
S0168,Don Alipio Fernandes Sr. IS,6,F,Filipino,Overweight,93,87,76,82,96,75,99,96,83,83,93,80,85,76,95,92,83,81,91,96,78,95,79,89,100,96,78,95,73.08
S0169,Don Alipio Fernandes Sr. IS,11,F,Filipino,Overweight,87,98,78,95,89,85,75,75,81,94,98,75,95,94,100,83,89,97,93,97,91,76,84,99,96,77,87,86,73.08
S0170,Don Alipio Fernandes Sr. IS,9,M,Filipino,Overweight,96,89,99,92,77,82,79,80,77,77,77,79,99,75,96,85,80,96,99,81,75,77,80,98,86,88,78,92,73.08
S0171,Urdaneta I Central School,6,F,Filipino,Obese,98,96,88,77,96,88,80,76,85,93,85,79,85,78,81,97,94,98,95,83,88,76,86,100,99,99,91,90,66.82
S0172,Urdaneta I Central School,6,F,Tagalog,Obese,90,78,93,88,92,83,92,76,85,86,91,76,76,85,76,87,95,95,75,83,80,85,98,100,88,88,91,87,66.82
S0173,Don Alipio Fernandes Sr. IS,10,M,Ilocano,Overweight,90,92,79,75,88,80,82,94,95,85,86,86,81,86,100,85,87,76,76,75,98,98,78,91,98,90,78,77,73.08
S0174,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,F,Filipino,Obese,84,77,77,97,79,91,99,89,99,89,95,89,96,92,91,80,80,81,85,77,97,81,78,98,75,98,86,81,75.71
S0175,Don Alipio Fernandes Sr. IS,6,M,Filipino,Severely Wasted,99,83,95,97,89,86,84,97,99,100,83,92,80,89,78,76,91,91,88,92,96,94,96,85,88,92,86,98,73.08
S0176,Don Alipio Fernandes Sr. IS,7,M,Ilocano,Severely Wasted,90,85,92,92,75,83,97,84,81,97,78,81,85,75,95,97,89,94,100,95,97,97,78,100,89,87,89,91,73.08
S0177,Urdaneta I Central School,11,M,Tagalog,Obese,95,85,86,88,88,96,96,82,85,90,83,92,99,95,94,92,85,92,84,83,82,77,78,84,79,80,80,87,66.82
S0178,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,M,Ilocano,Overweight,90,82,88,100,86,87,94,91,96,89,90,96,96,89,92,75,78,83,89,78,98,84,95,77,79,90,83,81,75.71
S0179,Urdaneta I Central School,11,M,Ilocano,Overweight,93,91,80,86,82,88,82,97,97,82,96,100,84,83,85,99,91,97,95,83,78,89,96,80,95,97,88,96,66.82
S0180,Urdaneta I Central School,12,F,Ilocano,Normal,89,77,94,76,77,95,79,99,75,76,81,85,92,98,75,93,84,76,97,93,88,97,92,99,88,85,75,96,66.82
S0181,Urdaneta I Central School,10,F,Filipino,Overweight,91,93,80,95,79,99,98,99,96,83,78,75,82,78,77,97,88,95,76,95,99,87,85,89,99,77,96,84,66.82
S0182,Urdaneta I Central School,10,M,Ilocano,Overweight,89,82,98,91,79,96,83,77,99,85,89,95,78,96,86,96,93,88,81,76,90,87,94,85,75,75,92,76,66.82
S0183,Urdaneta I Central School,11,M,Filipino,Normal,76,96,75,83,81,100,75,85,89,95,97,93,75,96,97,85,97,99,81,92,92,83,78,86,77,91,89,87,66.82
S0184,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,F,Ilocano,Wasted,88,90,88,81,87,93,95,81,96,83,89,91,92,81,78,100,84,75,85,86,93,78,83,100,77,82,97,88,75.71
S0185,Urdaneta I Central School,8,M,Filipino,Normal,99,92,88,92,76,78,80,87,77,87,87,95,93,92,88,81,94,96,78,77,98,87,77,94,86,88,75,98,66.82
S0186,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,F,Tagalog,Wasted,97,84,80,80,78,79,88,92,88,98,96,96,80,89,87,94,93,85,87,79,87,80,93,87,100,100,83,84,75.71
S0187,Don Alipio Fernandes Sr. IS,7,F,Filipino,Normal,85,96,77,91,82,85,84,97,94,91,84,92,85,96,98,77,88,79,94,77,92,99,78,76,78,82,78,82,73.08
S0188,Don Alipio Fernandes Sr. IS,6,M,Ilocano,Wasted,94,86,93,95,77,92,83,85,75,80,93,76,94,92,89,94,79,90,95,79,94,76,75,90,87,84,95,80,73.08
S0189,Don Alipio Fernandes Sr. IS,8,F,Tagalog,Obese,97,96,99,86,76,89,78,88,100,78,94,79,98,92,93,78,90,91,86,95,86,80,79,96,82,84,77,82,73.08
S0190,Urdaneta I Central School,11,M,Ilocano,Normal,92,89,86,93,86,79,80,85,82,84,98,97,97,87,93,95,80,82,97,80,77,97,87,77,99,98,95,80,66.82
S0191,Don Alipio Fernandes Sr. IS,12,F,Tagalog,Normal,80,85,90,95,83,84,82,97,99,94,78,96,87,83,90,82,89,81,98,82,78,76,95,96,92,91,84,95,73.08
S0192,Urdaneta I Central School,11,M,Tagalog,Overweight,96,82,78,98,78,75,79,83,90,86,78,98,99,87,75,91,96,94,99,92,78,88,77,80,87,90,75,89,66.82
S0193,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Tagalog,Overweight,90,100,89,85,86,91,80,97,91,89,87,76,94,75,89,90,78,98,89,95,97,76,95,88,80,88,87,85,75.71
S0194,Urdaneta I Central School,11,F,Filipino,Obese,92,99,100,79,100,84,89,81,90,94,93,82,99,79,88,90,76,99,86,99,91,84,78,82,83,76,97,79,66.82
S0195,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,M,Ilocano,Severely Wasted,98,98,84,85,86,98,86,79,79,77,83,99,80,100,95,94,81,82,77,75,86,85,90,82,79,75,99,93,75.71
S0196,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,M,Filipino,Wasted,76,93,77,78,80,78,81,84,93,96,90,96,100,91,95,82,77,87,85,76,84,80,78,94,75,83,79,80,75.71
S0197,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,F,Ilocano,Severely Wasted,88,100,94,95,87,80,80,85,77,90,97,86,91,97,83,100,78,100,88,100,76,91,75,96,87,84,86,75,75.71
S0198,Don Alipio Fernandes Sr. IS,11,F,Filipino,Overweight,85,90,92,89,94,90,93,83,81,89,92,95,77,83,88,90,75,94,85,90,100,82,90,81,94,80,89,92,73.08
S0199,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,M,Tagalog,Obese,88,93,85,77,96,87,94,93,93,77,83,100,90,76,77,90,81,90,98,89,97,87,92,76,82,78,77,82,75.71
S0200,Urdaneta I Central School,8,F,Filipino,Normal,88,92,94,79,96,87,86,79,76,78,88,100,80,86,82,79,76,76,97,77,75,89,80,76,88,82,99,75,66.82
S0201,Urdaneta I Central School,6,M,Tagalog,Obese,90,92,76,89,86,99,90,86,90,88,80,96,87,96,100,75,99,90,76,78,95,97,95,98,83,77,99,90,66.82
S0202,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,M,Ilocano,Normal,91,99,90,83,85,89,75,76,78,78,97,77,92,95,100,91,98,87,77,75,80,89,77,81,83,90,76,92,75.71
S0203,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,F,Ilocano,Normal,79,78,81,84,98,77,76,84,98,75,85,83,89,96,77,81,80,87,98,83,77,83,100,84,96,98,75,78,75.71
S0204,Don Alipio Fernandes Sr. IS,10,M,Ilocano,Severely Wasted,81,81,91,78,96,82,85,86,97,81,92,80,90,79,93,85,97,77,86,90,75,81,91,77,89,87,78,77,73.08
S0205,Don Alipio Fernandes Sr. IS,8,M,Tagalog,Obese,87,84,81,99,93,87,82,95,84,83,84,84,96,85,92,93,97,91,85,89,90,90,90,97,82,76,80,91,73.08
S0206,Urdaneta I Central School,6,M,Filipino,Severely Wasted,81,80,76,98,95,93,96,95,85,83,91,97,81,96,98,97,97,88,86,94,86,94,90,75,81,80,86,94,66.82
S0207,Don Alipio Fernandes Sr. IS,10,M,Ilocano,Wasted,82,99,90,88,90,90,96,75,94,76,80,96,80,87,82,96,90,77,83,87,92,97,87,78,99,94,78,75,73.08
S0208,Don Alipio Fernandes Sr. IS,8,M,Tagalog,Normal,75,90,96,94,89,97,85,93,97,93,95,85,77,85,81,96,85,78,95,77,96,76,76,97,77,77,89,89,73.08
S0209,Don Alipio Fernandes Sr. IS,11,F,Tagalog,Obese,96,86,83,87,87,96,93,77,80,85,100,89,76,76,99,83,75,91,96,86,75,100,94,85,93,94,96,95,73.08
S0210,Urdaneta I Central School,7,F,Tagalog,Normal,99,93,80,94,89,81,93,83,91,80,85,93,79,76,78,99,86,94,87,75,97,98,96,93,78,77,89,84,66.82
S0211,Urdaneta I Central School,10,M,Tagalog,Overweight,86,84,80,76,77,76,75,86,91,80,78,84,83,82,89,91,81,83,96,98,81,89,82,81,80,76,78,93,66.82
S0212,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,M,Ilocano,Severely Wasted,89,97,100,92,96,80,99,100,90,98,92,80,88,91,81,86,100,99,100,80,97,87,76,85,89,97,87,76,75.71
S0213,Don Alipio Fernandes Sr. IS,12,M,Filipino,Wasted,79,76,80,86,83,89,92,91,96,77,91,97,100,76,77,96,97,90,92,96,87,97,83,77,78,98,100,96,73.08
S0214,Don Alipio Fernandes Sr. IS,8,F,Filipino,Severely Wasted,86,79,90,92,90,100,91,98,99,97,77,98,78,89,79,79,90,96,99,81,77,81,100,88,96,76,79,84,73.08
S0215,Don Alipio Fernandes Sr. IS,6,M,Filipino,Overweight,99,82,87,99,99,81,76,95,97,80,99,91,90,94,76,81,81,88,89,85,86,92,90,89,87,94,84,92,73.08
S0216,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,F,Filipino,Normal,84,94,88,93,92,90,89,100,97,94,77,79,82,77,82,91,98,80,85,90,75,76,93,90,90,75,95,94,75.71
S0217,Don Alipio Fernandes Sr. IS,7,M,Tagalog,Severely Wasted,91,75,87,77,82,99,87,80,90,80,97,88,94,82,92,80,92,97,91,96,81,93,89,81,93,100,88,100,73.08
S0218,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,F,Filipino,Normal,82,98,99,91,91,93,75,97,92,92,90,81,87,98,78,90,83,80,99,94,78,85,98,82,86,82,81,97,75.71
S0219,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,M,Ilocano,Overweight,82,86,91,88,77,87,93,94,95,78,75,95,92,81,86,85,100,89,86,77,82,93,98,98,86,75,100,87,75.71
S0220,Don Alipio Fernandes Sr. IS,10,F,Tagalog,Obese,86,93,91,78,86,94,93,93,77,79,98,78,80,82,91,80,82,85,82,92,80,82,86,75,92,76,94,78,73.08
S0221,Urdaneta I Central School,6,F,Ilocano,Severely Wasted,91,80,94,93,98,77,88,81,87,75,94,87,95,78,86,80,76,100,89,96,82,76,98,85,96,98,79,89,66.82
S0222,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,M,Filipino,Wasted,75,98,89,88,82,78,88,85,80,89,98,98,89,96,79,98,86,95,79,100,77,96,79,99,76,85,93,83,75.71
S0223,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,F,Ilocano,Wasted,77,98,89,92,99,82,95,77,100,95,78,80,82,87,81,79,82,84,100,90,77,94,92,97,81,90,75,96,75.71
S0224,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Ilocano,Severely Wasted,77,94,83,80,77,76,91,77,90,96,88,84,98,88,94,82,93,85,93,80,81,77,83,78,80,92,97,88,75.71
S0225,Urdaneta I Central School,11,F,Filipino,Obese,87,99,82,99,77,91,90,80,76,84,88,76,84,97,87,97,87,83,85,78,87,91,81,93,85,77,80,89,66.82
S0226,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,M,Filipino,Severely Wasted,78,84,100,83,78,99,82,100,80,79,86,80,85,90,77,96,90,87,77,90,80,80,76,93,77,85,80,91,75.71
S0227,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,M,Filipino,Overweight,85,76,77,96,78,99,86,94,92,85,76,95,95,83,85,77,87,100,75,76,79,82,89,81,82,75,86,88,75.71
S0228,Don Alipio Fernandes Sr. IS,6,M,Ilocano,Severely Wasted,86,85,82,96,84,87,85,96,100,76,100,91,100,83,87,99,100,97,98,87,87,94,86,83,98,86,83,94,73.08
S0229,Don Alipio Fernandes Sr. IS,8,F,Filipino,Overweight,95,86,89,76,98,75,96,93,91,83,84,82,87,91,89,83,89,85,97,94,82,96,87,85,95,83,80,96,73.08
S0230,Don Alipio Fernandes Sr. IS,12,F,Ilocano,Wasted,89,77,85,97,87,100,98,96,83,96,94,85,95,76,99,89,90,98,91,96,76,77,85,85,79,75,96,84,73.08
S0231,Urdaneta I Central School,12,M,Tagalog,Overweight,91,86,86,77,87,96,85,77,80,75,90,78,78,98,76,78,89,100,75,79,75,76,76,99,91,81,76,96,66.82
S0232,Urdaneta I Central School,8,F,Filipino,Wasted,79,87,78,90,92,94,96,83,75,94,84,94,87,97,99,79,78,96,87,92,86,85,94,94,92,84,92,98,66.82
S0233,Don Alipio Fernandes Sr. IS,8,F,Ilocano,Overweight,94,99,89,83,97,77,95,94,75,78,98,80,76,100,87,93,100,79,94,82,86,87,78,80,80,78,87,75,73.08
S0234,Don Alipio Fernandes Sr. IS,7,F,Tagalog,Obese,93,87,92,96,95,88,95,79,84,94,84,88,86,85,83,85,75,93,82,77,75,79,80,81,77,95,91,76,73.08
S0235,Urdaneta I Central School,10,F,Ilocano,Wasted,88,82,90,75,94,89,100,98,94,99,100,96,86,94,94,80,83,87,75,83,76,77,92,78,83,76,90,82,66.82
S0236,Don Alipio Fernandes Sr. IS,10,F,Filipino,Normal,86,92,98,76,97,82,89,81,85,84,98,88,94,93,84,97,79,95,79,84,99,98,81,75,87,76,92,76,73.08
S0237,Urdaneta I Central School,9,F,Tagalog,Obese,87,86,92,80,76,100,91,85,99,98,91,99,97,95,91,89,80,89,77,85,93,87,87,90,79,77,98,83,66.82
S0238,Don Alipio Fernandes Sr. IS,10,M,Ilocano,Wasted,82,93,78,88,99,85,89,93,93,96,91,82,90,100,77,92,79,90,85,83,75,78,98,79,97,75,86,77,73.08
S0239,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Tagalog,Severely Wasted,98,78,87,78,94,93,79,75,98,94,97,84,92,81,92,78,85,87,84,77,98,77,96,86,99,82,92,89,75.71
S0240,Urdaneta I Central School,8,M,Tagalog,Normal,77,79,83,77,87,75,87,78,98,79,91,83,79,100,93,92,83,89,99,98,95,82,99,79,99,76,94,77,66.82
S0241,Don Alipio Fernandes Sr. IS,10,M,Tagalog,Wasted,93,92,78,81,85,98,92,81,100,85,86,99,89,84,75,81,90,96,91,90,93,95,78,85,95,95,81,99,73.08
S0242,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,F,Filipino,Obese,79,95,90,80,85,77,79,82,87,85,78,97,98,76,77,95,98,92,75,91,88,78,100,97,94,75,87,86,75.71
S0243,Don Alipio Fernandes Sr. IS,10,F,Filipino,Overweight,88,79,87,77,86,95,97,92,91,76,90,98,91,96,77,75,77,83,82,100,88,92,78,83,90,93,100,94,73.08
S0244,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,F,Tagalog,Wasted,94,81,75,89,100,94,78,94,87,99,99,98,83,83,89,87,78,82,89,83,78,91,91,83,90,92,97,94,75.71
S0245,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,F,Filipino,Wasted,84,96,91,75,90,88,99,88,91,79,77,83,85,86,78,97,97,93,99,89,79,95,98,94,90,98,91,99,75.71
S0246,Urdaneta I Central School,9,M,Ilocano,Wasted,78,86,88,93,93,80,80,97,75,89,80,84,90,80,78,81,85,80,99,75,84,97,90,97,86,95,97,87,66.82
S0247,Urdaneta I Central School,12,F,Ilocano,Overweight,99,87,81,91,85,94,94,82,91,87,100,84,85,87,75,77,95,89,75,85,79,94,93,80,88,78,77,86,66.82
S0248,Urdaneta I Central School,6,M,Filipino,Overweight,80,90,79,96,90,82,81,95,84,98,77,83,81,76,76,87,93,98,85,99,77,96,97,94,77,86,100,86,66.82
S0249,Urdaneta I Central School,8,M,Tagalog,Wasted,78,93,84,86,95,89,91,94,80,94,78,97,99,77,77,92,81,98,86,93,83,76,84,87,86,94,82,98,66.82
S0250,Don Alipio Fernandes Sr. IS,9,M,Filipino,Obese,86,89,88,92,90,97,82,75,86,92,80,88,93,87,94,90,86,81,77,91,85,87,90,92,94,85,75,90,73.08
S0251,Urdaneta I Central School,8,M,Ilocano,Overweight,93,89,82,92,86,98,83,80,83,86,84,77,78,98,88,80,89,99,80,97,94,93,100,87,93,79,87,85,66.82
S0252,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,M,Tagalog,Wasted,77,82,96,100,78,100,94,87,94,95,77,97,85,82,84,97,79,90,100,92,88,86,96,88,87,92,78,83,75.71
S0253,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,M,Ilocano,Overweight,75,97,95,94,100,86,81,81,93,78,95,84,82,90,75,79,90,77,100,93,99,99,87,98,93,98,98,87,75.71
S0254,Urdaneta I Central School,9,F,Ilocano,Severely Wasted,81,86,97,79,77,80,82,100,90,75,83,94,81,84,97,81,100,76,92,78,90,95,100,95,94,98,94,96,66.82
S0255,Urdaneta I Central School,10,F,Ilocano,Severely Wasted,97,96,86,92,97,81,76,83,94,81,91,96,87,95,90,94,85,82,92,79,79,97,84,97,95,96,95,94,66.82
S0256,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,M,Ilocano,Overweight,78,75,77,75,85,87,82,100,95,79,92,86,83,90,95,99,94,86,92,98,84,92,83,79,97,94,89,88,75.71
S0257,Don Alipio Fernandes Sr. IS,8,M,Ilocano,Severely Wasted,97,80,81,98,100,95,87,97,85,98,100,80,84,80,81,78,79,84,100,78,99,75,83,86,100,78,94,76,73.08
S0258,Don Alipio Fernandes Sr. IS,9,M,Tagalog,Wasted,96,94,91,100,84,88,98,88,86,91,89,93,99,98,100,78,83,85,96,81,84,93,78,97,100,95,93,98,73.08
S0259,Urdaneta I Central School,6,F,Tagalog,Obese,85,85,91,95,94,79,99,88,91,98,84,90,88,88,96,79,93,85,99,92,87,90,78,90,85,79,76,98,66.82
S0260,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,M,Ilocano,Obese,93,94,77,95,98,79,95,93,92,93,80,75,99,94,75,90,82,89,93,88,77,90,86,99,94,89,94,96,75.71
S0261,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,F,Filipino,Normal,86,77,100,89,93,79,98,95,79,78,91,89,83,75,87,97,97,78,90,81,93,99,82,82,89,100,84,90,75.71
S0262,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,F,Filipino,Obese,94,85,93,88,78,87,99,93,100,99,76,94,75,80,92,97,94,86,88,100,91,79,78,83,84,96,80,95,75.71
S0263,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,F,Ilocano,Wasted,77,81,92,99,95,91,79,91,97,84,98,88,86,85,83,77,99,82,88,87,80,86,98,84,77,90,100,99,75.71
S0264,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,M,Ilocano,Overweight,92,84,82,86,80,78,77,95,94,97,90,99,84,78,75,97,96,82,75,85,96,83,96,87,75,90,93,82,75.71
S0265,Urdaneta I Central School,9,M,Ilocano,Wasted,100,84,83,90,81,100,83,95,99,80,77,76,78,79,98,89,98,79,75,99,96,82,95,97,85,76,85,76,66.82
S0266,Don Alipio Fernandes Sr. IS,9,F,Ilocano,Obese,97,88,87,86,87,76,100,80,81,83,82,97,83,86,85,76,76,99,76,81,94,95,90,89,77,89,96,96,73.08
S0267,Don Alipio Fernandes Sr. IS,7,M,Ilocano,Normal,99,95,91,82,96,82,82,92,85,98,95,91,84,88,94,79,78,90,75,76,95,76,100,97,99,92,82,83,73.08
S0268,Urdaneta I Central School,8,F,Filipino,Severely Wasted,92,76,88,92,80,89,86,95,84,82,75,84,76,88,99,76,89,94,96,78,90,86,98,91,88,88,77,82,66.82
S0269,Don Alipio Fernandes Sr. IS,10,F,Ilocano,Overweight,91,77,87,76,98,81,95,89,87,79,84,82,93,85,100,95,91,84,86,93,86,100,86,79,77,97,88,75,73.08
S0270,Urdaneta I Central School,8,F,Filipino,Normal,75,83,92,79,90,78,94,89,84,90,98,89,82,87,84,89,87,86,88,95,78,99,75,89,88,100,77,75,66.82
S0271,Don Alipio Fernandes Sr. IS,7,M,Ilocano,Overweight,81,99,93,95,75,76,75,75,82,83,88,88,98,92,96,89,78,88,89,77,96,79,76,93,81,88,94,82,73.08
